id,name,description,ingredients,ingredients_raw_str,serving_size,servings,steps,tags,search_terms
172675,Malaysian Pineapple Pastries,"Posted for 2006 ZWT II this recipe taken from ""Avon International Cookbook"" In Malaysia they enjoy a sweet rich dessert at the end of their meals.","allpurpose flour, butter, cold water, egg whites, egg yolks, fresh pineapple, sugar, vanilla, water","[""1/2  medium    fresh pineapple"",""1/2  cup    sugar"",""1/3  cup    water"",""1/2  cup    butter"",""2   cups    all-purpose flour"",""2       egg yolks, beaten "",""1/2  teaspoon    vanilla"",""5 -6   tablespoons    cold water"",""2       egg whites, slightly beaten ""]",1 (36 g),32,"['Peel pineapple, remove eyes and core.  Chop pineapple to make 1 1/2 cups.  In sauce pan combine pineapple, sugar, and 1/3 cup water.  Bring to boiling; reduce heat to medium till thickened, stirring occasionally.(Watch closely the last 5 minutes to prevent sticking.) Cool.', 'Meanwhile, in bowl cut butter into flour till mixture is crumbly.  Add egg yolks and vanilla; stir till well combined.  Sprinkle 1 tablespoon cold water over part of mixture, gently toss with fork.  Push to side of bowl.  Repeat till all is moistened.  Form dough into ball.  Cover; chill 1 hour.  Divide dough in half.  On lightly floured surface roll each half to 10x10 inch square.  Cut into sixteen 2 1/2 inch squares.  Spoon about 1 tsp pineapple filling diagonally in center of each square.  Bring up two side corners/ overlap slightly.  Place on ungreased baking sheet.  Brush lightly with egg white to seal.  Bake in 400 degree oven for 10 to 12 minutes till golden brown.  Cool on wire rack.']","['time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'for-large-groups', 'malaysian', 'desserts', 'fruit', 'asian', 'easy', 'dietary', 'low-sodium', 'low-in-something', 'tropical-fruit', 'pineapple', 'number-of-servings', '3-steps-or-less', '4-hours-or-less']","{'dessert', 'low-sodium', 'malaysian'}"
154523,Malay Pancake (Lempeng Kelapa),"As long as I can remember, I had been eaten LEMPENG KELAPA since I was very young. My grandmother used to made this for breakfast. It doesn't cost so much and very filling. Eat it with curry or rendang.","bicarbonate of soda, coconut, coconut milk, flour, oil, salt, sugar, water","[""2   cups    flour"",""1/2  cup    coconut, grated "",""1/2  teaspoon    salt"",""1   teaspoon    sugar"",""1/2  teaspoon    bicarbonate of soda"",""1/4  cup    coconut milk"",""1/2-1   cup    water"",""  oil""]",1 (119 g),4,"['Mix all dry ingredients.', 'Stir in milk, water and mix (like a pancake batter)', 'Heat 1 tbs oil in nonstick frying pan.', 'Pour a ladleful of batter and cook until golden.', 'Served with leftover curries or rendang.']","['15-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'pancakes-and-waffles', 'malaysian', 'breakfast', 'fruit', 'asian', 'easy', 'beginner-cook', 'vegetarian', 'dietary', 'comfort-food', 'inexpensive', 'egg-free', 'free-of-something', 'tropical-fruit', 'brunch', 'taste-mood']","{'breakfast', 'vegetarian', 'malaysian'}"
169528,Lontong - Compressed Rice,"I'm posting this in response to a request from zoukncook. I comes from the wonderful book ""Indonesian Regional Food and Cookery"" by Sri Owen. Who also has  book entirely on rice - highly recommended. Doubleday 1994. They are served with satay, very cooling and refreshing.","hot water, long grain rice, muslin, salt","[""1   cup    long grain rice, washed and drained "",""2       muslin, bags directions below "",""7 1/2  cups    hot water, and more later "",""1   pinch    salt""]",1 (196 g),8,"['First make your bags, about 6 inches square!', 'Fill each bag one third full with rice.', 'Sew up the opening.', 'Boil the water with a pinch of salt.', 'When boiling, put in the bags of rice and let the water bubble gently for 75 minutes.', 'Add more boiling water as required during the cooking; the bags of rice must always be submerged.', 'When finished, take out the bags which are now like plump rather hard cushions and drain them in a colander.', 'When they are cold, keep them in the fridge until they are to be eaten.', 'To serve, just cut up the ""cushions"" into chunks or slices about 1 inch or a little more on a side. Use a large, sharp knife wetted with water.', ""Discard the bags (Surfsider: I'd try re-using them ,why not?).""]","['course', 'main-ingredient', 'cuisine', 'malaysian', 'side-dishes', 'rice', 'asian', 'indonesian', 'pasta-rice-and-grains']","{'side', 'rice', 'indonesian', 'malaysian'}"
321975,Vegetable Beriani,"This dish is a complete meal in itself or you could serve with a curry meal.
The recipe instructions are for a rice cooker but it can be easily adapted to cooking on a stove top.  Use a heavy based pot with  a tight fitting lid and a heat diffuser.","basmati rice, cardamom pods, carrot, cashews, cinnamon sticks, coriander sprig, corn kernel, french beans, garlic, ghee, gingerroot, lemon grass root, onion, peas, raisins, salt, screwpine leaves, star anise, tomatoes, turmeric, water","[""5   cups    basmati rice"",""7 1/2  cups    water"",""1/2  cup    ghee"",""3       cinnamon sticks"",""5       cardamom pods"",""3       star anise"",""1       lemon grass root"",""1       onion"",""1/2  cup    gingerroot"",""1/4  cup    garlic"",""1   cup    carrot, diced "",""1/2  cup    French beans, sliced "",""1   cup    tomatoes, chopped "",""1   cup    peas"",""1/2  cup    corn kernel"",""1       coriander sprig"",""3       screwpine leaves"",""1   teaspoon    salt"",""1/4  teaspoon    turmeric"",""1       coriander sprig"",""3   tablespoons    cashews"",""3   tablespoons    raisins"",""1   tablespoon    ghee""]",1 (475 g),8,"['Wash and drain rice, put aside.', 'In a food processor mince onion, peeled garlic and peeled ginger, put aside.', 'In a wok heat ghee and sauté cinnamon, 5 cardamom, star anise and lemon grass for 1 minute.', 'Add onion ginger, garlic mix to wok and continue sauté for about 5 minutes.', 'Add carrots, beans, and tomatoes and cook down for 10 minutes.', 'Add rice, corn, peas, coriander, turmeric and salt, mix well.', 'Transfer to the rice cooker.  Add water and screw pine leaves and cook in WHITE RICE mode.', 'Heat ghee and fry cashews until golden, then fry raisins.  Drain both.', 'When rice is cooked fluff rice with fork and then garnish with cashews, raisins and chopped coriander sprig.', 'Note: 200g diced chicken thigh or breast can be added with the rice to make Chicken Beriani.']","['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'malaysian', 'main-dish', 'rice', 'asian', 'heirloom-historical', 'holiday-event', 'spicy', 'one-dish-meal', 'pasta-rice-and-grains', 'long-grain-rice', 'taste-mood']","{'dinner', 'malaysian'}"
479000,Malaysian Chicken Wings,"Adapted from ""Sensational Starters and Finger Foods"" by Wendy Hutton.  The original recipe calls for the use of whole chicken wings, which I still think is cheaper than the wingettes.","chicken wings, fish sauce, garlic cloves, ginger, lemongrass, oil, red chilies, salt and pepper, shallots, sugar, turmeric powder","[""2   lbs    chicken wings"",""2 -3   stalks    lemongrass, outer fibrous layer removed and only bottom third of stalk used "",""2 -3       shallots, peeled and roughly chopped "",""2   large    red chilies (more or less depending on how spicy or not you want it)"",""2 -3       garlic cloves"",""1/2  inch    ginger or 1/2  inch    galangal, sliced "",""1   tablespoon    oil"",""2   tablespoons    fish sauce"",""1/4  teaspoon    turmeric powder"",""1   tablespoon    sugar"",""  salt and pepper""]",1 (277 g),4,"['In a food processor, grind the lemongrass, shallots, red chillies, garlic, ginger and oil until fine it becomes paste-like.', 'Add the tumeric powder, sugar and fish sauce to the paste and combine.', 'Place wings in a ziplock bag and add the marinade.  Expel the air and tightly seal the bag.  Massage the marinade into the chicken well to ensure even coating. Marinate for at least 2 hours but overnight is best.', 'Season wings with salt and freshly ground black pepper.', 'Bake at 425 F for about 20-25 minutes.  Finish with a 2-3 minute broil for added color and crispness.  May, also, be grilled on the barbeque until golden brown.']","['time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'malaysian', 'main-dish', 'poultry', 'asian', 'chicken', 'meat', 'wings', 'grilling', 'technique', '4-hours-or-less']","{'appetizer', 'chicken', 'dinner', 'malaysian'}"
54208,Sesame Winged Beans,"I like the look of wing beans, this popular Asian vegetable. Here is an easy way to prepare them.","beans, mirin, sesame oil, sesame seeds","[""300   g   winged beans"",""2   teaspoons    sesame oil"",""2   teaspoons    mirin"",""1   teaspoon    sesame seeds""]",1 (5 g),4,"['Cut the tops of the beans \x96 only use young ones that have not hardened.', 'Cook beans until just tender in salted water.', 'Mix sesame oil, mirin, and sesame seed.', 'Drain beans and toss them in dressing immediately.', 'Serve cold.']","['15-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', '5-ingredients-or-less', 'malaysian', 'side-dishes', 'vegetables', 'asian', 'easy', 'dinner-party', 'vegan', 'vegetarian', 'stove-top', 'indonesian', 'dietary', 'green-yellow-beans', 'equipment', 'presentation', 'served-cold']","{'vegetarian', 'malaysian', 'side', 'dinner', 'indonesian', 'vegan'}"
250895,Miso Dressing,"This is from ""Kathy Cooks"" by Kathy Hoshijo. She used to have a natural cooking show on PBS in the 80's. My mom used to make this dressing when I was a kid- it is TOTALLY ADDICTIVE and will cause uncontrollable salad cravings!","fresh gingerroot, garlic clove, miso, nutritional yeast, rice vinegar, tahini, toasted sesame oil, water","[""1 1/2  cups    water"",""1/3  cup    nutritional yeast"",""1/4  cup    miso (i use brown rice miso)"",""3   tablespoons   sesame tahini"",""3/4  inch   chunk fresh gingerroot"",""2   teaspoons    toasted sesame oil"",""1/2     peeled garlic clove"",""2   teaspoons    rice vinegar""]",1 (33 g),16,"['Blend all ingredients in blender or food processor until ginger is completely minced.', 'Pour over salad.', 'Makes almost a pint of dressing.', 'Keeps very well in the fridge.']","['15-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'south-west-pacific', 'for-large-groups', 'malaysian', 'appetizers', 'salads', 'beans', 'asian', 'japanese', 'easy', 'dinner-party', 'kid-friendly', 'vegan', 'vegetarian', 'dips', 'salad-dressings', 'food-processor-blender', 'hawaiian', 'dietary', 'copycat', 'gluten-free', 'soy-tofu', 'free-of-something', 'brunch', 'novelty', 'equipment', 'small-appliance', 'number-of-servings']","{'vegetarian', 'malaysian', 'japanese', 'appetizer', 'gluten-free', 'dinner', 'vegan'}"
202448,Polenta Dumplings With Pineapple Sambal,crispy dumplings and spicy fruity curry great for putting a glow into you.,"butter, chopped tomatoes, creamed coconut, fresh ginger, garlic cloves, onion, pineapple, quickcooking polenta, red chile, soft brown sugar, sunflower oil","["""",""250   g    quick-cooking polenta"",""25   g    butter"",""2   tablespoons    sunflower oil"","""",""1   tablespoon    sunflower oil"",""1       onion, chopped "",""3       garlic cloves, chopped "",""1   inch    fresh ginger, chopped "",""1   large    red chile, sliced "",""400   g   canned chopped tomatoes"",""50   g    creamed coconut"",""1   tablespoon    soft brown sugar"",""1/2  small    pineapple, peeled and cored ""]",1 (286 g),4,"['Bring 1 litre of water to the boil in a pan and add the polenta. Stir for 3 - 4 mins then remove from heat and cool.', 'Chop the pineapple and set aside.', 'In a large pan heat the 1 tbsp oil and fry the onion until soft and golden. Add giner, garlic and chilli and cook for 1 minute.', 'Add tomatoes, sugar, pineapple, 6 tbsp water and crumble in the coconut. Bring to boil and simmer for 5 minutes.', 'Shape the polenta into golf balls and heat the 2 tsp of oil and the butter. Fry the balls in batches until crispy and golden.', 'Serve the dumplings with the sambal garnished with pineapple leaves if desired.']","['curries', '60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'malaysian', 'main-dish', 'fruit', 'asian', 'dinner-party', 'vegetarian', 'dietary', 'spicy', 'tropical-fruit', 'pineapple', 'taste-mood']","{'dinner', 'vegetarian', 'malaysian'}"
240789,Lamb Curry - Malaysian Eurasian Style,This is equivalent to a Kas Kas Curry my grandmother used to make.  The gravy is delicious.,"chili powder, cinnamon, coconut milk, fresh chili peppers, fresh turmeric, garlic cloves, gingerroot, ground cumin, ground fennel, lamb, lime, nutmeg, poppy seeds, shallots","[""600   g   cubed lamb or 600   g    lamb shoulder"",""1       lime"",""1 1/2  cups    coconut milk"","""",""2 1/2  tablespoons    poppy seeds (kas kas)"",""1   teaspoon    ground fennel"",""1   teaspoon    ground cumin"",""1/4  teaspoon    nutmeg"",""1   teaspoon    cinnamon"",""6 -8   small    shallots"",""3       garlic cloves"",""1 -2   tablespoon    chili powder (depending on taste)"",""2   inches    fresh turmeric"","""",""3 -5       shallots (quartered)"",""4       fresh chili peppers (sliced lengthwise into 4)"",""1   inch    gingerroot, sliced thinly ""]",1 (341 g),4,"['Saute ground ingredients in corn oil until brown and the spiced fragrance is mellowed down.', 'Add the lamb and stir fry till meat is browned.', 'Add coconut milk and continue to stir for 5 to 10 minutes.  Simmer over slow fire for 45 minutes, adding water whenever necessary.  The gravy should be just covering the meat.', 'When the dish is ready to serve (hot), garnish with the fried ingredients and squeezed lime over it.', 'Serve with steamed rice.']","['curries', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'malaysian', 'main-dish', 'lamb-sheep', 'asian', 'meat', '4-hours-or-less']","{'lamb', 'dinner', 'malaysian'}"
337923,"Satay - Chicken, Beef, or Shrimp","Recipe by Julie Van Rosendaal  http://dinnerwithjulie.com/

So tender and full of flavour.","boneless skinless chicken breasts, brown sugar, curry powder, garlic cloves, gingerroot, lime juice, sesame oil, soy sauce","["""",""1/4  cup    soy sauce"",""1/4  cup    lime juice or 1/4  cup    orange juice"",""2   tablespoons    brown sugar or 2   tablespoons    honey"",""1   tablespoon   grated gingerroot"",""4 -5       garlic cloves, crushed "",""1   dash    sesame oil"",""1   teaspoon    curry powder or 1   teaspoon    curry paste"",""1   lb    filet of beef, cut into 1/2 inch wide strips  or 24       raw shrimp, peeled, with tails on ""]",1 (212 g),2,"['Combine marinade ingredients in a bowl.', 'Add meat, toss to coat, cover, refridgerate at least one hour.', ""Soak bamboo skewers in water so they don't burn."", 'Preheat BBQ or broiler.', 'Thread meat on separate skewers, weaving to form an S-shape.', 'Place on grill or cookie sheet, cook 2-3 minutes per side, until cooked through.', 'Serve with peanut sauce.']","['time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'for-1-or-2', 'healthy', 'malaysian', 'main-dish', 'asian', 'low-fat', 'dietary', 'low-saturated-fat', 'low-calorie', 'high-protein', 'low-carb', 'high-in-something', 'low-in-something', 'meat', 'number-of-servings', '4-hours-or-less']","{'chicken', 'low-calorie', 'malaysian', 'healthy', 'low-carb', 'low-fat', 'dinner', 'beef', 'shrimp'}"
108903,Malay Style Curry Puff,This is a very common snack in Malaysia and Singapore. You can find it anywhere here. Hope you like it.,"chili paste, curry leaf, curry powder, light soy sauce, margarine, onions, oyster sauce, pepper, plain flour, potatoes, salt, shortening, sugar, water","["""",""200   g    plain flour"",""100   ml    water, mixed with "",""1/4  teaspoon    salt"",""1   tablespoon    shortening or 1   tablespoon    margarine"","""",""100   g    plain flour"",""75   g    margarine or 75   g    shortening"","""",""220   g    potatoes (cubed)"",""100   g   big onions (cubed)"",""2   tablespoons    curry powder"",""1   tablespoon   fried chili paste (chilli boh)"",""1   sprig    curry leaf"",""1   tablespoon    oyster sauce"",""  salt, to taste "",""  sugar, to taste "",""  light soy sauce, to taste "",""1   dash    pepper""]",1 (84 g),12,"['To make WATER DOUGH, place flour in a mixing bowl.', 'Rub in shortening and add in the water.', 'Knead into a smooth dough and leave aside to rest for 10 minutes.', 'Divide into 12 equal portions.', 'To make OIL DOUGH, rub shortening or margarine into the flour to form an oily dough.', 'Divide into 12 equal portions.', 'To make FILLING, heat pan with 3 tbsp oil.', 'Fry all the ingredients till fragrant.', 'Add water and fry till dry.', 'Add water again and fry till dry and potato become soft.', 'Cover the pan once in a while so that the potato will be cooked faster.', 'Leave to cool.', 'Next wrap oil dough inside water dough.', 'Flatten the dough using a rolling pin to shape a thin circle.', 'Add filling and seal the sides.', 'Pinch the edges to form a scallop design or any design Deep fry puffs in medium hot oil.', '*Note: You can make the filling a bit more saltier because when you eat it with the puff it will make the filling taste blander.']","['60-minutes-or-less', 'time-to-make', 'course', 'cuisine', 'preparation', 'malaysian', 'lunch', 'asian', 'dietary', 'low-cholesterol', 'inexpensive', 'healthy-2', 'low-in-something']","{'lunch', 'malaysian'}"
258249,Microwave Serimuka Kueh Recipe-Reduced Sugar/Fat,"I found this recipe on the internet, made it and lowered the fat/sugar ingredients.","cornflour, eggs, glutinous rice, green food coloring, light coconut milk, plain flour, salt, sugar, water","[""1   cup    glutinous rice"",""1   cup    water"",""3   cups    light coconut milk"",""1/4  teaspoon    salt"",""6   tablespoons    cornflour"",""6   tablespoons    plain flour"",""2       eggs (or 4 egg whites)"",""1   cup    sugar"",""1/2  teaspoon    green food coloring""]",1 (813 g),1,"['Soak glutinous rice for 5-10 minutes.', 'Drain glutinous rice of water.', 'Add 1 cup of coconut milk and 2 cup of water to the rice.', 'Microwave rice for 5 mins on high.', 'While rice is in microwave: mix cornflour, flour, egg, sugar and 2 cups of coconut milk together.', 'Add colouring to the mix.', 'Check rice after microwave is done, if required add more water, microwave for an additional 5 mins on high.', 'Put the rice on a tray of desired size and shape and press it down until firm.', 'Pour the green mixture over the rice.', 'Microwave for 4 mins on high, then for an additional 40 mins on medium-low heat.', 'Let cool and cut into desired size.']","['time-to-make', 'course', 'cuisine', 'preparation', 'occasion', 'malaysian', 'desserts', 'asian', 'easy', 'microwave', 'beginner-cook', 'inexpensive', 'taste-mood', 'sweet', 'equipment', 'presentation', 'served-cold', '4-hours-or-less']","{'dessert', 'malaysian'}"
512094,Laksa Curry Paste,"Entered for safe-keeping, since jarred laksa curry paste can be hard to find.  This came from New Zealand Womans Weekly magazine.  This goes together quickly in a food processor.  Once the paste is made, add your choice of fish or meat or vegetables, stock, cooking yogurt or a can of coconut cream, and your Laksa Soup is ready for dinner.  This is spicy.","brown sugar, cashew nuts, fish sauce, fresh ginger, garlic cloves, green chilies, ground coriander, ground turmeric, kaffir lime leaf, lemongrass, limes","[""2       garlic cloves, chopped "",""2   cm    fresh ginger, chopped  (~2 teaspoons)"",""2       green chilies, seeds removed "",""1       kaffir lime leaf, chopped "",""2   stalks    lemongrass, peeled and chopped  (~2 tablespoons minced)"",""2   tablespoons    cashew nuts"",""1   tablespoon    brown sugar"",""1   teaspoon    ground turmeric"",""1   teaspoon    ground coriander"",""1   tablespoon    fish sauce"",""2       limes, juice of  (~.36 cup)""]",1 (294 g),1,"['Grind all ingredients together with a mortar and pestle or in a spice mill or food processor.  Form a smooth paste.', 'Will last up to 4 days if covered and stored in the refrigerator.  If frozen in portions in zip-lock plastic bags, will keep 3 months.', 'Note: To make soup, add coconut milk and an equal amount of fish or chicken stock, hokkien noodles (or egg noodles), spring onions, bean sprouts and fish or prawns.  Simmer until tender.  Or you can use this paste as a flavoring base for your favorite curry.']","['15-minutes-or-less', 'time-to-make', 'course', 'cuisine', 'preparation', 'occasion', 'sauces', 'malaysian', 'condiments-etc', 'asian', 'easy', 'food-processor-blender', 'spicy', 'cooking-mixes', 'taste-mood', 'equipment', 'small-appliance', '3-steps-or-less', 'from-scratch']",{'malaysian'}
248291,Malaysian Sambal Ikan Bilis(Anchovies in Hot Sauce),As a vital accompaniment to Nasi Lemak (spicy).,"bombay onion, dried anchovy, dried chilies, garlic clove, prawn paste, salt, shallots, sugar, tamarind juice","[""1/2  cup    dried anchovy (can be substituted for quail\u0027s eggs,shellfish)"",""1       bombay onion"",""4       shallots"",""2   tablespoons    tamarind juice"",""  prawn paste (belacan)"",""8       dried chilies (deseeded)"",""1       garlic clove"",""  salt"",""  sugar""]",1 (29 g),3,"['Fry anchovies till crisp; set aside.', 'Grind prawn paste with shallots,dried chillies. Slice Bombay onion into rings.', 'Heat oil and fry the ground ingredients. Add in Bombay onion rings.', 'Add remaining ingredients.', 'Cook and stir occasionally till gravy thickens.', 'Mix with anchovies and serve with steaming NASI LEMAK.']","['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'sauces', 'condiments-etc', 'side-dishes', 'seafood', 'asian', 'easy', 'beginner-cook', 'potluck', 'picnic', 'shrimp', 'fish', 'spicy', 'stir-fry', 'inexpensive', 'savory-sauces', 'saltwater-fish', 'shellfish', 'clams', 'taste-mood', 'to-go', 'camping', 'presentation', 'served-hot', 'technique']","{'side', 'malaysian'}"
224389,Chicken and Jackfruit Curry,jackfruit gives a fruity twist to this local favourite.,"candlenuts, chili, coconut milk, fresh turmeric, galangal, garlic cloves, ground coriander, jackfruit, kaffir lime leaves, lemongrass, roasting chicken, salt and pepper, shallots, shrimp paste, sugar, water","[""1   medium    roasting chicken, chopped into stewing-sized pieces "",""10   pieces   young jackfruit"",""1/2  cup    coconut milk"",""1   cup    water"",""1   teaspoon    sugar"",""  salt and pepper"","""",""6 -8       shallots"",""2       garlic cloves"",""2   cm    fresh turmeric, sliced "",""4 -5   slices    galangal"",""3       chili, padis sliced "",""1   stalk    lemongrass"",""2 -3       kaffir lime leaves"",""1   teaspoon    ground coriander"",""1   teaspoon   malay shrimp paste (belacan)"",""2       candlenuts""]",1 (193 g),4,"['to prepare rempah, combine all the rempah ingredients. pond together in a pestle and mortar untiil coarse paste forms.( you can whiz them in a blender if time is of the essence).', 'heat some oil in a wok and fry the herb paste until fragrant.', 'add the chicken and stir wellso that it is coated with the herb paste. stir-fry until chicken is half cooked. add in jackfruit and mix well.', 'add coconut milk and 1 cup of water. bring to a boil, then turn the heat down and let the curry simmer ofr about 30 minutes.', 'adjust seasoning and serve hot.']","['curries', '60-minutes-or-less', 'time-to-make', 'course', 'cuisine', 'preparation', 'malaysian', 'main-dish', 'asian']","{'chicken', 'dinner', 'malaysian'}"
210806,Straits Ginger Tea,There is some bite to this! You can drink it hot or cold.,"brown sugar, gingerroot, water","[""1   tablespoon   grated gingerroot"",""2   tablespoons    brown sugar"",""5   cups    water""]",1 (304 g),4,"['Boil all the ingrdients for 10 minutes.', 'Strain into teapot.', 'Serve.']","['15-minutes-or-less', 'time-to-make', 'course', 'cuisine', 'preparation', 'low-protein', 'healthy', '5-ingredients-or-less', 'very-low-carbs', 'malaysian', 'beverages', 'asian', 'easy', 'low-fat', 'dietary', 'low-sodium', 'low-cholesterol', 'low-saturated-fat', 'low-calorie', 'low-carb', 'low-in-something', '3-steps-or-less']","{'low-calorie', 'low-sodium', 'malaysian', 'healthy', 'low-carb', 'low-fat'}"
487005,Malaysian Black Pepper Clams,From Susan Feniger's Street Food.,"canola oil, cracked black pepper, dark soy sauce, extra virgin olive oil, fresh cilantro leaves, fresh ginger, fresh mint leaves, garlic, lime wedge, lime2c juice of, manila clams, oyster sauce, palm sugar, sourdough bread, thai basil, unsalted butter","[""2 1/2  lbs    manila clams"",""1/4  cup   grated coconut palm sugar or 1/4  cup   packed dark brown sugar"",""2   teaspoons    oyster sauce"",""2   tablespoons    dark soy sauce"",""1      1/2 lime, juice of"",""2   tablespoons    canola oil"",""2   tablespoons   chopped garlic"",""      fresh ginger, peeled and minced "",""1   tablespoon    cracked black pepper"",""4   tablespoons    unsalted butter"",""10       fresh mint leaves"",""1/2  cup    fresh cilantro leaves"",""1/4  cup   fresh Thai basil or 1/4  cup   regular basil leaves"",""  sourdough bread, sliced 1 inch thick and toasted, for serving "",""  extra virgin olive oil, for serving "",""  lime wedge, for serving ""]",1 (156 g),4,"['Put the clams in a large bowl and rinse them under cold running water for 5 to 10 minutes to purge them of all sand and grit. Drain.', 'In a small bowl, combine the coconut palm sugar, oyster sauce, soy sauce, and lime juice.', 'Heat the canola oil in a large sauté pan or skillet set over high heat. Add the garlic and ginger and cook for 2 minutes, stirring occasionally, to release the flavors, but do not let the garlic brown. Add the black pepper and the clams. Add 1/3 cup water, cover immediately, and steam the clams for 3 to 4 minutes or until they open. Remove any that do not open. Add the oyster sauce mixture and stir well. Add the butter, stir well, and pour the clams into a large bowl.', 'Sprinkle the mint, cilantro, and Thai basil over the clams. Serve with the toasted bread, brushed with the olive oil, if desired, and wedges of fresh lime.']","['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'malaysian', 'main-dish', 'seafood', 'asian', 'shellfish', 'clams']","{'dinner', 'malaysian'}"
202700,"Beef , Prawn and Chicken Curried Noodles","This is a simple yet tasty dish,similar to Laksa.","beef, black pepper, butter, cabbage, carrots, celery, chicken stock, cooked chicken, curry powder, garlic clove, noodles, onion, prawns, salt","[""1   lb   finely sliced beef"",""1/2  lb    prawns, cooked and shelled "",""1   cup    cooked chicken"",""2   tablespoons    curry powder"",""4   ounces    butter"",""1   tablespoon    celery, chopped "",""1       onion, chopped "",""2   cups    carrots, chopped "",""1   cup    cabbage, shredded "",""1/2  teaspoon    black pepper"",""1       garlic clove, crushed and chopped "",""1   lb    noodles, cooked "",""1   cup    chicken stock"",""1/2  teaspoon    salt""]",1 (523 g),4,"['Mix together the beef, prawns and chicken with the curry powder.', 'Melt the butter in a large pan, and fry the mixture over medium heat for 5 minutes.', 'Stir, cover, and cook for 5 minutes.', 'Add the vegetables, garlic and pepper, cook for 3 minutes.', 'Add the stock and noodles, stir well to blend everything together, season with salt and cook for another 5 minutes.', 'Serve with a green crisp salad.']","['curries', '30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'malaysian', 'main-dish', 'beef', 'pasta', 'poultry', 'seafood', 'asian', 'shrimp', 'dietary', 'one-dish-meal', 'meat', 'pasta-rice-and-grains', 'no-shell-fish', 'shellfish']","{'malaysian', 'noodles', 'dinner', 'beef', 'chicken'}"
519669,Coconut Curry Chicken,Curried chicken in a rich and creamy  coconut broth. Indo-Fijian style.,"basil leaves, brown sugar, chicken legs, coconut milk, fish sauce, fresh cilantro, fresh ground pepper, garam masala, garlic cloves, onion, salt, serrano peppers, star anise, turmeric, vegetable oil","[""2       chicken legs, thighs attached chopped into stewing pieces "",""1       onion, sliced "",""4 -5       garlic cloves, chopped "",""2       serrano peppers, halved "",""1 1/2  teaspoons    garam masala"",""1/2  teaspoon    turmeric"",""2   tablespoons    vegetable oil (i use canola)"",""1       star anise, 3 petals from the flour "",""1   tablespoon    salt"",""1/4  teaspoon    fresh ground pepper, depending on taste "",""1   tablespoon    fish sauce"",""1   tablespoon    brown sugar"",""1 (400   ml) can   coconut milk"",""1/2  cup    fresh cilantro, chopped "",""4 -5       basil leaves""]",1 (332 g),3,"['Cut chicken legs and thigh into stewing pieces bone and skin on. You may use chicken breast aswell, but i prefer the taste of dark meat.', 'Mix garam masala and turmeric with some water to make a paste with a somewhat runny consistancy and set aside.', 'heat oil in thick bottomed pot to med-high heat.', 'Add chilly halves and star anise to the oil and cook for about 1 minute. Adding chilli early will give the dish a nice heat that will roll inches As you eat it it will get hotter.', 'Add chopped garlic and onion and cook for a few minutes until onions start to brown.', 'Add the curry paste and cook for about 3 minutes stirring frequently.', 'Add chicken pieces, salt and pepper.', 'Cook for about 25 minutes so the chicken turns golden brown. Stir often. Do not let it burn.', 'Add 1/2 cup water and fish sauce. Deglaze the pot and scrape up any brown bits, bring the broth to a boil, about 5 minutes.', 'Add coconut milk and brown sugar, bring to boil, around 7 or 8 minutes.', 'Reduce heat, simmer for about 5 minutes.', 'Add Cilantro and/or basil (optional).', 'Serve over rice. Enjoy!']","['curries', '60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'malaysian', 'main-dish', 'fruit', 'asian', 'indian', 'tropical-fruit']","{'indian', 'chicken', 'dinner', 'malaysian'}"
